,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0031401,BP,GO:0031401,positive regulation of protein modification process,40/560,334/4865,0.418333537,0.766733994,0.61744261,MUC1/LMNA/RAMP1/RAP2B/EIF4G1/SFRP2/ACSL1/CD74/NELFE/HLA-DRB1/CD24/GPNMB/HIPK2/CLU/SDCBP/GATA3/CD81/HPX/CD44/CCND1/RPS3/NNMT/OSBPL8/GAS6/HSP90AA1/UBE3A/ANXA2/RPLP1/RPS2/MAPK3/UBB/TAOK1/CCL5/ERBB2/TWSG1/C3/TGFB1/PRNP/MIF/SYAP1,40
GO:0009165,BP,GO:0009165,nucleotide biosynthetic process,11/560,87/4865,0.418594,0.766880114,0.617560278,ATP6V1A/GMPS/ACSL1/PAPSS2/NNMT/NME4/ALDOA/ACACA/TECR/TGFB1/TMSB4X,11
GO:0150115,BP,GO:0150115,cell-substrate junction organization,8/560,62/4865,0.422765273,0.774187765,0.623445051,COL16A1/S100A10/FN1/APOD/DST/LRP1/MMP14/ACTG1,8
GO:0003743,MF,GO:0003743,translation initiation factor activity,5/560,37/4865,0.424673236,0.776341466,0.625179403,EIF4G1/EIF3B/EIF4G2/EIF3K/EIF3L,5
GO:0019209,MF,GO:0019209,kinase activator activity,5/560,37/4865,0.424673236,0.776341466,0.625179403,CD24/GAS6/RPLP1/TAOK1/CCL5,5
GO:0045089,BP,GO:0045089,positive regulation of innate immune response,5/560,37/4865,0.424673236,0.776341466,0.625179403,HPX/HSP90AA1/CCL5/TYROBP/RPS19,5
GO:0106027,BP,GO:0106027,neuron projection organization,5/560,37/4865,0.424673236,0.776341466,0.625179403,CFL1/LGMN/UBE3A/APOE/PRNP,5
GO:0030041,BP,GO:0030041,actin filament polymerization,10/560,79/4865,0.425499128,0.777516279,0.626125468,WASF2/ARPC5/NCK2/ARPC2/ARPC4/TMOD3/COTL1/MYO1C/VASP/TMSB4X,10
GO:0062012,BP,GO:0062012,regulation of small molecule metabolic process,12/560,96/4865,0.426890264,0.77972251,0.627902122,LPGAT1/CD74/ENPP1/RDH10/FABP5/DKK3/NNMT/GIT1/APOE/APOC1/TFF3/TMSB4X,12
GO:0009306,BP,GO:0009306,protein secretion,14/560,113/4865,0.42750608,0.779741999,0.627917816,ENSA/PPP3CA/HADH/HLA-DRB1/GJA1/SAA1/ANO1/SNX19/LRP1/LTBP2/CCL5/IER3IP1/TGFB1/APOE,14
GO:0035592,BP,GO:0035592,establishment of protein localization to extracellular region,14/560,113/4865,0.42750608,0.779741999,0.627917816,ENSA/PPP3CA/HADH/HLA-DRB1/GJA1/SAA1/ANO1/SNX19/LRP1/LTBP2/CCL5/IER3IP1/TGFB1/APOE,14
GO:0006163,BP,GO:0006163,purine nucleotide metabolic process,16/560,130/4865,0.42763602,0.779741999,0.627917816,ABHD14B/ATP6V1A/GMPS/ACSL1/ENPP1/PAPSS2/LDHA/GAPDH/TPI1/NME4/ALDOA/GIT1/ACACA/TECR/TGFB1/TMSB4X,16
GO:0015318,MF,GO:0015318,inorganic molecular entity transmembrane transporter activity,16/560,130/4865,0.42763602,0.779741999,0.627917816,SLC5A6/ITGAV/ATP6V1A/ANKH/AQP1/NIPAL2/CYC1/LRRC26/ANO1/SLC38A2/ANXA2/ATP2C2/CYB5A/FXYD3/COX6B1/KCNK6,16
GO:0045859,BP,GO:0045859,regulation of protein kinase activity,27/560,224/4865,0.42944558,0.782705153,0.630304012,SHC1/NCK2/HEG1/RAP2B/SFRP2/ACSL1/CD24/ACTB/PRKAR2B/CLU/GTPBP4/CCND1/RPS3/OSBPL8/GAS6/HSP90AA1/RPLP1/NR2F2/TAOK1/CCL5/PPP1R1B/ERBB2/SLC9A3R1/TGFB1/APOE/PRNP/SYAP1,27
GO:0060341,BP,GO:0060341,regulation of cellular localization,41/560,344/4865,0.429750545,0.782924673,0.630480789,GBP1/LMNA/RTN4/LRRC15/APOD/CXCL10/MAP1B/HLA-DRB1/ACTB/AGR2/VPS28/CD81/ANO1/TMBIM6/LRP1/GAS6/MMP14/LGALS3/ZFP36L1/IFI27/HSP90AA1/ANXA2/OAZ2/GLIS2/MAPK3/CYBA/MYO1C/ERBB2/ORMDL3/LMAN1/TYROBP/ZFP36/TGFB1/PRNP/BCL2L1/TP53INP2/ITGB2/SREBF2/GPC3/BCAP31/FLNA,41
GO:0016125,BP,GO:0016125,sterol metabolic process,7/560,54/4865,0.430398956,0.783097243,0.630619758,DHCR24/SQLE/IDI1/TSKU/STARD3/APOE/SREBF2,7
GO:0030177,BP,GO:0030177,positive regulation of Wnt signaling pathway,7/560,54/4865,0.430398956,0.783097243,0.630619758,SFRP2/SULF1/BAMBI/COL1A1/TGFB1/SULF2/GPC3,7
GO:1902652,BP,GO:1902652,secondary alcohol metabolic process,7/560,54/4865,0.430398956,0.783097243,0.630619758,DHCR24/SQLE/IDI1/TSKU/STARD3/APOE/SREBF2,7
GO:0001570,BP,GO:0001570,vasculogenesis,4/560,29/4865,0.432664023,0.783522599,0.630962292,ITGAV/HEG1/ZFP36L1/TGFB1,4
GO:0014896,BP,GO:0014896,muscle hypertrophy,4/560,29/4865,0.432664023,0.783522599,0.630962292,LMNA/IGFBP5/PPP3CA/CYBA,4
GO:0042303,BP,GO:0042303,molting cycle,4/560,29/4865,0.432664023,0.783522599,0.630962292,IGFBP5/TSKU/KRT14/KRT17,4
GO:0042633,BP,GO:0042633,hair cycle,4/560,29/4865,0.432664023,0.783522599,0.630962292,IGFBP5/TSKU/KRT14/KRT17,4
GO:0048709,BP,GO:0048709,oligodendrocyte differentiation,4/560,29/4865,0.432664023,0.783522599,0.630962292,CLU/MDK/CD9/ERBB2,4
GO:0060402,BP,GO:0060402,calcium ion transport into cytosol,4/560,29/4865,0.432664023,0.783522599,0.630962292,CXCL10/TMBIM6/CYBA/PRNP,4
GO:0072080,BP,GO:0072080,nephron tubule development,4/560,29/4865,0.432664023,0.783522599,0.630962292,STAT1/CD24/GATA3/GPC3,4
GO:0090277,BP,GO:0090277,positive regulation of peptide hormone secretion,4/560,29/4865,0.432664023,0.783522599,0.630962292,HLA-DRB1/GJA1/ANO1/LRP1,4
GO:0098586,BP,GO:0098586,cellular response to virus,4/560,29/4865,0.432664023,0.783522599,0.630962292,IFI6/CXCL10/HSP90AA1/CCL5,4
GO:0120192,BP,GO:0120192,tight junction assembly,4/560,29/4865,0.432664023,0.783522599,0.630962292,GJA1/MARVELD3/MYO1C/ACTG1,4
GO:1900076,BP,GO:1900076,regulation of cellular response to insulin stimulus,4/560,29/4865,0.432664023,0.783522599,0.630962292,GNAI2/ENPP1/OSBPL8/MYO1C,4
GO:0051017,BP,GO:0051017,actin filament bundle assembly,9/560,71/4865,0.432946646,0.783699922,0.631105089,WASF2/RHOC/S100A10/DPYSL3/MARCKS/CALD1/ZYX/ACTG1/FLNA,9
GO:1904951,BP,GO:1904951,positive regulation of establishment of protein localization,17/560,139/4865,0.433730985,0.784784892,0.631978803,HLA-DRB1/GJA1/VPS28/CD81/ANO1/LRP1/GAS6/OAZ2/MYO1C/ERBB2/IER3IP1/TGFB1/PRNP/ITGB2/SREBF2/BCAP31/FLNA,17
GO:1901293,BP,GO:1901293,nucleoside phosphate biosynthetic process,11/560,88/4865,0.434038576,0.785006683,0.632157409,ATP6V1A/GMPS/ACSL1/PAPSS2/NNMT/NME4/ALDOA/ACACA/TECR/TGFB1/TMSB4X,11
GO:0051223,BP,GO:0051223,regulation of protein transport,26/560,216/4865,0.434925392,0.786275431,0.633179118,ENSA/APOD/PPP3CA/HADH/HLA-DRB1/GJA1/VPS28/CD81/SAA1/ANO1/LRP1/GAS6/IFI27/OAZ2/MYO1C/CCL5/ERBB2/IER3IP1/LMAN1/TGFB1/APOE/PRNP/ITGB2/SREBF2/BCAP31/FLNA,26
GO:0050714,BP,GO:0050714,positive regulation of protein secretion,6/560,46/4865,0.438836789,0.790833404,0.636849605,HLA-DRB1/GJA1/ANO1/LRP1/IER3IP1/TGFB1,6
GO:2000278,BP,GO:2000278,regulation of DNA biosynthetic process,6/560,46/4865,0.438836789,0.790833404,0.636849605,PARM1/GJA1/HNRNPA2B1/PTGES3/HSP90AA1/MAPK3,6
GO:0009259,BP,GO:0009259,ribonucleotide metabolic process,16/560,131/4865,0.440341331,0.790833404,0.636849605,ABHD14B/ATP6V1A/GMPS/ACSL1/ENPP1/PAPSS2/LDHA/GAPDH/TPI1/NME4/ALDOA/GIT1/ACACA/TECR/TGFB1/TMSB4X,16
GO:0042770,BP,GO:0042770,signal transduction in response to DNA damage,8/560,63/4865,0.4410644,0.790833404,0.636849605,MUC1/CD74/HIPK2/CD44/RAD9A/CCND1/TAOK1/MIF,8
GO:0033157,BP,GO:0033157,regulation of intracellular protein transport,14/560,114/4865,0.44111619,0.790833404,0.636849605,APOD/CD81/GAS6/IFI27/OAZ2/MYO1C/ERBB2/LMAN1/TGFB1/PRNP/ITGB2/SREBF2/BCAP31/FLNA,14
GO:0001736,BP,GO:0001736,establishment of planar polarity,3/560,21/4865,0.441538283,0.790833404,0.636849605,SFRP2/CTHRC1/GPC3,3
GO:0002562,BP,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,3/560,21/4865,0.441538283,0.790833404,0.636849605,HSPD1/HMCES/TGFB1,3
GO:0006721,BP,GO:0006721,terpenoid metabolic process,3/560,21/4865,0.441538283,0.790833404,0.636849605,CRABP2/RDH10/LRP1,3
GO:0007164,BP,GO:0007164,establishment of tissue polarity,3/560,21/4865,0.441538283,0.790833404,0.636849605,SFRP2/CTHRC1/GPC3,3
GO:0008235,MF,GO:0008235,metalloexopeptidase activity,3/560,21/4865,0.441538283,0.790833404,0.636849605,CPE/MMP14/CPD,3
GO:0008543,BP,GO:0008543,fibroblast growth factor receptor signaling pathway,3/560,21/4865,0.441538283,0.790833404,0.636849605,SULF1/GATA3/SULF2,3
GO:0016444,BP,GO:0016444,somatic cell DNA recombination,3/560,21/4865,0.441538283,0.790833404,0.636849605,HSPD1/HMCES/TGFB1,3
GO:0030490,BP,GO:0030490,maturation of SSU-rRNA,3/560,21/4865,0.441538283,0.790833404,0.636849605,RPS8/RPS14/RPS19,3
GO:0042093,BP,GO:0042093,T-helper cell differentiation,3/560,21/4865,0.441538283,0.790833404,0.636849605,HLA-DRA/HLA-DRB1/GATA3,3
GO:0042562,MF,GO:0042562,hormone binding,3/560,21/4865,0.441538283,0.790833404,0.636849605,SHC1/RAMP1/ABHD2,3
GO:0043954,BP,GO:0043954,cellular component maintenance,3/560,21/4865,0.441538283,0.790833404,0.636849605,SDF4/APOE/PRNP,3
GO:0046324,BP,GO:0046324,regulation of glucose import,3/560,21/4865,0.441538283,0.790833404,0.636849605,ENPP1/OSBPL8/GPC3,3
GO:0046637,BP,GO:0046637,regulation of alpha-beta T cell differentiation,3/560,21/4865,0.441538283,0.790833404,0.636849605,HLA-DRA/HLA-DRB1/GATA3,3
GO:0048332,BP,GO:0048332,mesoderm morphogenesis,3/560,21/4865,0.441538283,0.790833404,0.636849605,SFRP2/GJA1/TWSG1,3
GO:0090199,BP,GO:0090199,regulation of release of cytochrome c from mitochondria,3/560,21/4865,0.441538283,0.790833404,0.636849605,LMNA/CLU/BCL2L1,3
GO:1901568,BP,GO:1901568,fatty acid derivative metabolic process,3/560,21/4865,0.441538283,0.790833404,0.636849605,ACSL1/ACACA/TECR,3
GO:0030136,CC,GO:0030136,clathrin-coated vesicle,10/560,80/4865,0.441733483,0.790833404,0.636849605,CD74/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/VWF/CD9/LRP1/APOE/BCAP31,10
GO:0140534,CC,GO:0140534,endoplasmic reticulum protein-containing complex,10/560,80/4865,0.441733483,0.790833404,0.636849605,SPCS1/HLA-A/RHBDD2/GPAA1/B2M/ORMDL3/RPN2/PIGT/SREBF2/SSR4,10
GO:0008324,MF,GO:0008324,cation transmembrane transporter activity,15/560,123/4865,0.447317705,0.796164726,0.641142861,SLC5A6/ITGAV/ATP6V1A/AQP1/NIPAL2/CYC1/LRRC26/ANO1/SLC38A2/ANXA2/ATP2C2/CYB5A/SLC44A2/COX6B1/KCNK6,15
GO:0006941,BP,GO:0006941,striated muscle contraction,5/560,38/4865,0.448359042,0.796164726,0.641142861,GJA1/C12orf57/ALDOA/EEF2/FLNA,5
GO:0007224,BP,GO:0007224,smoothened signaling pathway,5/560,38/4865,0.448359042,0.796164726,0.641142861,PRRX1/ENPP1/HIPK2/GLIS2/GPC3,5
GO:0031234,CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,5/560,38/4865,0.448359042,0.796164726,0.641142861,RGS1/GNAI2/GNA11/GNAS/SYAP1,5
GO:1902414,BP,GO:1902414,protein localization to cell junction,5/560,38/4865,0.448359042,0.796164726,0.641142861,HEG1/ACTB/MARVELD3/ACTG1/FLNA,5
GO:0032880,BP,GO:0032880,regulation of protein localization,42/560,355/4865,0.448814258,0.796164726,0.641142861,GBP1/ENSA/LMNA/RTN4/LRRC15/APOD/PPP3CA/HADH/HLA-DRB1/GJA1/ACTB/AGR2/VPS28/CTSD/CD81/SAA1/ANO1/LRP1/GAS6/MMP14/LGALS3/IFI27/HSP90AA1/OAZ2/GLIS2/MYO1C/CCL5/ERBB2/ORMDL3/IER3IP1/LMAN1/TYROBP/TGFB1/APOE/PRNP/BCL2L1/TP53INP2/ITGB2/SREBF2/GPC3/BCAP31/FLNA,42
GO:0006694,BP,GO:0006694,steroid biosynthetic process,7/560,55/4865,0.450034637,0.796164726,0.641142861,DHCR24/IGFBP7/SQLE/IDI1/DKK3/STARD3/APOE,7
GO:0010976,BP,GO:0010976,positive regulation of neuron projection development,7/560,55/4865,0.450034637,0.796164726,0.641142861,DPYSL3/MDK/LRP1/SERPINF1/GRN/APOE/FLNA,7
GO:0055076,BP,GO:0055076,transition metal ion homeostasis,7/560,55/4865,0.450034637,0.796164726,0.641142861,ATP6V1A/HPX/B2M/MT2A/MT1X/FTL/PRNP,7
GO:0061572,BP,GO:0061572,actin filament bundle organization,9/560,72/4865,0.450094001,0.796164726,0.641142861,WASF2/RHOC/S100A10/DPYSL3/MARCKS/CALD1/ZYX/ACTG1/FLNA,9
GO:2001236,BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,9/560,72/4865,0.450094001,0.796164726,0.641142861,IFI6/MCL1/LMNA/ITGAV/SFRP2/LGALS3/PRDX2/BCL2L1/TIMP3,9
GO:0001975,BP,GO:0001975,response to amphetamine,2/560,13/4865,0.451278852,0.796164726,0.641142861,PPP3CA/PPP1R1B,2
GO:0005160,MF,GO:0005160,transforming growth factor beta receptor binding,2/560,13/4865,0.451278852,0.796164726,0.641142861,BAMBI/TGFB1,2
GO:0007632,BP,GO:0007632,visual behavior,2/560,13/4865,0.451278852,0.796164726,0.641142861,CREB1/PPP1R1B,2
GO:0008374,MF,GO:0008374,O-acyltransferase activity,2/560,13/4865,0.451278852,0.796164726,0.641142861,LPGAT1/MBOAT7,2
GO:0014741,BP,GO:0014741,negative regulation of muscle hypertrophy,2/560,13/4865,0.451278852,0.796164726,0.641142861,LMNA/IGFBP5,2
GO:0015294,MF,GO:0015294,solute:cation symporter activity,2/560,13/4865,0.451278852,0.796164726,0.641142861,SLC5A6/SLC38A2,2
GO:0015800,BP,GO:0015800,acidic amino acid transport,2/560,13/4865,0.451278852,0.796164726,0.641142861,GJA1/SLC9A3R1,2
GO:0021695,BP,GO:0021695,cerebellar cortex development,2/560,13/4865,0.451278852,0.796164726,0.641142861,UQCRQ/MDK,2
GO:0032069,BP,GO:0032069,regulation of nuclease activity,2/560,13/4865,0.451278852,0.796164726,0.641142861,RPS3/TMBIM6,2
GO:0032720,BP,GO:0032720,negative regulation of tumor necrosis factor production,2/560,13/4865,0.451278852,0.796164726,0.641142861,GPNMB/GAS6,2
GO:0035035,MF,GO:0035035,histone acetyltransferase binding,2/560,13/4865,0.451278852,0.796164726,0.641142861,STAT1/CREB1,2
GO:0042531,BP,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,2/560,13/4865,0.451278852,0.796164726,0.641142861,HPX/CCL5,2
GO:0043537,BP,GO:0043537,negative regulation of blood vessel endothelial cell migration,2/560,13/4865,0.451278852,0.796164726,0.641142861,TGFB1/APOE,2
GO:0044766,BP,GO:0044766,multi-organism transport,2/560,13/4865,0.451278852,0.796164726,0.641142861,CTSL/BST2,2
GO:0046503,BP,GO:0046503,glycerolipid catabolic process,2/560,13/4865,0.451278852,0.796164726,0.641142861,ABHD2/APOC1,2
GO:0051788,BP,GO:0051788,response to misfolded protein,2/560,13/4865,0.451278852,0.796164726,0.641142861,UGGT1/CLU,2
GO:0060441,BP,GO:0060441,epithelial tube branching involved in lung morphogenesis,2/560,13/4865,0.451278852,0.796164726,0.641142861,RDH10/TNC,2
GO:0060612,BP,GO:0060612,adipose tissue development,2/560,13/4865,0.451278852,0.796164726,0.641142861,UBB/XBP1,2
GO:0071825,BP,GO:0071825,protein-lipid complex subunit organization,2/560,13/4865,0.451278852,0.796164726,0.641142861,APOE/APOC1,2
GO:0072210,BP,GO:0072210,metanephric nephron development,2/560,13/4865,0.451278852,0.796164726,0.641142861,STAT1/LAMB2,2
GO:1901522,BP,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,2/560,13/4865,0.451278852,0.796164726,0.641142861,XBP1/ATF4,2
GO:1902042,BP,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,2/560,13/4865,0.451278852,0.796164726,0.641142861,SFRP2/BCL2L1,2
GO:1902579,BP,GO:1902579,multi-organism localization,2/560,13/4865,0.451278852,0.796164726,0.641142861,CTSL/BST2,2
GO:1903020,BP,GO:1903020,positive regulation of glycoprotein metabolic process,2/560,13/4865,0.451278852,0.796164726,0.641142861,RAMP1/RAB1B,2
GO:0031625,MF,GO:0031625,ubiquitin protein ligase binding,19/560,158/4865,0.456356336,0.804788002,0.648087092,RPL11/JUN/TXNIP/NDUFS2/RTN4/HSPD1/PRKAR2B/CLU/LAPTM4B/YWHAZ/TPI1/TUBA1B/TMBIM6/NFKBIA/HSP90AA1/UBB/RPL23/ACTG1/UBA52,19
GO:0070201,BP,GO:0070201,regulation of establishment of protein localization,27/560,227/4865,0.458750885,0.805537576,0.648690716,ENSA/APOD/PPP3CA/HADH/HLA-DRB1/GJA1/VPS28/CTSD/CD81/SAA1/ANO1/LRP1/GAS6/IFI27/OAZ2/MYO1C/CCL5/ERBB2/IER3IP1/LMAN1/TGFB1/APOE/PRNP/ITGB2/SREBF2/BCAP31/FLNA,27
GO:0032412,BP,GO:0032412,regulation of ion transmembrane transporter activity,8/560,64/4865,0.459284454,0.805537576,0.648690716,COX17/LRRC26/SLC9A3R1/FXYD3/ACTN4/PRNP/IFNGR2/TMSB4X,8
GO:1905368,CC,GO:1905368,peptidase complex,8/560,64/4865,0.459284454,0.805537576,0.648690716,FAP/SPCS1/GPAA1/UBE3A/PSMD3/USP14/PSMD8/PIGT,8
GO:0002793,BP,GO:0002793,positive regulation of peptide secretion,4/560,30/4865,0.459439296,0.805537576,0.648690716,HLA-DRB1/GJA1/ANO1/LRP1,4
GO:0006939,BP,GO:0006939,smooth muscle contraction,4/560,30/4865,0.459439296,0.805537576,0.648690716,MYLK/SULF1/ORMDL3/SULF2,4
GO:0016126,BP,GO:0016126,sterol biosynthetic process,4/560,30/4865,0.459439296,0.805537576,0.648690716,DHCR24/SQLE/IDI1/APOE,4
GO:0016410,MF,GO:0016410,N-acyltransferase activity,4/560,30/4865,0.459439296,0.805537576,0.648690716,CERS2/CERS4/TGM2/SAT1,4
GO:0019218,BP,GO:0019218,regulation of steroid metabolic process,4/560,30/4865,0.459439296,0.805537576,0.648690716,IGFBP7/DKK3/APOE/APOC1,4
GO:0030173,CC,GO:0030173,integral component of Golgi membrane,4/560,30/4865,0.459439296,0.805537576,0.648690716,IER3IP1/YIF1B/ERGIC3/SLC35A2,4
GO:0044773,BP,GO:0044773,mitotic DNA damage checkpoint signaling,4/560,30/4865,0.459439296,0.805537576,0.648690716,MUC1/RAD9A/CCND1/TAOK1,4
GO:0050660,MF,GO:0050660,flavin adenine dinucleotide binding,4/560,30/4865,0.459439296,0.805537576,0.648690716,DHCR24/SQLE/ACADSB/CYBB,4
GO:0070373,BP,GO:0070373,negative regulation of ERK1 and ERK2 cascade,4/560,30/4865,0.459439296,0.805537576,0.648690716,GBP1/NDRG2/SLC9A3R1/TIMP3,4
GO:1903078,BP,GO:1903078,positive regulation of protein localization to plasma membrane,4/560,30/4865,0.459439296,0.805537576,0.648690716,AGR2/LRP1/LGALS3/PRNP,4
GO:1904377,BP,GO:1904377,positive regulation of protein localization to cell periphery,4/560,30/4865,0.459439296,0.805537576,0.648690716,AGR2/LRP1/LGALS3/PRNP,4
GO:0009408,BP,GO:0009408,response to heat,6/560,47/4865,0.460130322,0.80608297,0.649129916,HSPD1/IGFBP7/CXCL10/CXCL12/ANO1/HSP90AA1,6
GO:0010595,BP,GO:0010595,positive regulation of endothelial cell migration,6/560,47/4865,0.460130322,0.80608297,0.649129916,SPARC/GATA3/LGMN/GRN/TGFB1/TMSB4X,6
GO:0042803,MF,GO:0042803,protein homodimerization activity,28/560,236/4865,0.462513467,0.809589374,0.651953585,GBP1/GSTM3/MCL1/S100A10/FAP/STAT1/JCHAIN/STC2/ENPP1/GGCT/ANO1/TPI1/HSP90AA1/B2M/NR2F2/CCL5/STARD3/VPS4B/SPPL2B/TPM4/BST2/TYROBP/ACTN4/APOE/BCL2L1/GSS/VAPB/FLNA,28
GO:0140352,BP,GO:0140352,export from cell,28/560,236/4865,0.462513467,0.809589374,0.651953585,SDF4/ENSA/CREB1/GNAI2/SPP1/PPP3CA/HADH/HLA-DRB1/GJA1/SDCBP/LY6E/GATA3/CXCL12/SAA1/ANO1/SNX19/LRP1/RAP1B/LTBP2/GIT1/CCL5/SYNGR2/RAB31/IER3IP1/VPS4B/TGFB1/APOE/ITGB2,28
GO:0007389,BP,GO:0007389,pattern specification process,11/560,90/4865,0.464837792,0.81298712,0.654689753,C1QA/SEMA3F/SFRP2/BASP1/SEMA3C/HIPK2/NR2F2/PCGF2/C3/MAFB/GPC3,11
GO:0042391,BP,GO:0042391,regulation of membrane potential,11/560,90/4865,0.464837792,0.81298712,0.654689753,IFI6/JUN/PPP3CA/GJA1/SOD2/DCN/UBB/GNA11/KCNK6/BCL2L1/FLNA,11
GO:0007265,BP,GO:0007265,Ras protein signal transduction,16/560,133/4865,0.465721556,0.813861846,0.655394161,PDPN/WASF2/DHCR24/JUN/COL3A1/HEG1/RAP2B/RGL2/ARFGEF3/COL1A2/SDCBP/CFL1/RAB30/RAP1B/TIMP2/APOE,16
GO:0072521,BP,GO:0072521,purine-containing compound metabolic process,16/560,133/4865,0.465721556,0.813861846,0.655394161,ABHD14B/ATP6V1A/GMPS/ACSL1/ENPP1/PAPSS2/LDHA/GAPDH/TPI1/NME4/ALDOA/GIT1/ACACA/TECR/TGFB1/TMSB4X,16
GO:0033108,BP,GO:0033108,mitochondrial respiratory chain complex assembly,7/560,56/4865,0.469540769,0.817800715,0.65856609,NDUFS2/NDUFA10/COX17/NDUFB9/NDUFB10/NDUFA11/NDUFA13,7
GO:0070507,BP,GO:0070507,regulation of microtubule cytoskeleton organization,7/560,56/4865,0.469540769,0.817800715,0.65856609,SLAIN2/MAP1B/RPS3/FKBP4/TAOK1/GIT1/VPS4B,7
GO:0043085,BP,GO:0043085,positive regulation of catalytic activity,47/560,401/4865,0.47078862,0.817800715,0.65856609,SERINC2/RHOC/S100A10/RGS1/ANTXR1/DBI/HSPD1/FN1/GNAI2/COX17/PARM1/SFRP2/ACSL1/CD74/HLA-DRB1/CD24/HNRNPA2B1/PCOLCE/CLU/CTSD/CD81/CCND1/RPS3/PTGES3/OSBPL8/GAS6/LGMN/HSP90AA1/RPLP1/RPS2/MAPK3/CYBA/TAOK1/CCL5/ERBB2/GRN/TIMP2/NDUFA13/TGFB1/APOE/PRNP/TGM2/HMGN1/ITGB2/TMSB4X/SYAP1/BCAP31,47
GO:0031400,BP,GO:0031400,negative regulation of protein modification process,25/560,211/4865,0.471031015,0.817800715,0.65856609,RPL11/ENSA/RPS7/NCK2/DBI/CTDSP1/GNAI2/HEG1/EIF4G1/SFRP2/ENPP1/PRKAR2B/VPS28/GTPBP4/RPS3/LRP1/LGALS3/NR2F2/RPL23/PPP1R1B/RPS15/TGFB1/APOE/PRNP/PMEPA1,25
GO:0010632,BP,GO:0010632,regulation of epithelial cell migration,12/560,99/4865,0.471034838,0.817800715,0.65856609,RTN4/SPARC/GATA3/DCN/LGMN/NR2F2/MARVELD3/SERPINF1/GRN/TGFB1/APOE/TMSB4X,12
GO:0006120,BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",5/560,39/4865,0.471787667,0.817800715,0.65856609,NDUFS2/NDUFA10/NDUFS6/NDUFB9/NDUFB10,5
GO:0046031,BP,GO:0046031,ADP metabolic process,5/560,39/4865,0.471787667,0.817800715,0.65856609,LDHA/GAPDH/TPI1/ALDOA/GIT1,5
GO:1990782,MF,GO:1990782,protein tyrosine kinase binding,5/560,39/4865,0.471787667,0.817800715,0.65856609,SHC1/NCK2/GAS6/HSP90AA1/ITGAX,5
GO:2000241,BP,GO:2000241,regulation of reproductive process,5/560,39/4865,0.471787667,0.817800715,0.65856609,GJA1/SULF1/B4GALT1/SERPINF1/TIMP1,5
GO:0015075,MF,GO:0015075,ion transmembrane transporter activity,20/560,168/4865,0.472373065,0.817800715,0.65856609,SLC5A6/ITGAV/ATP6V1A/ANKH/GJA1/AQP1/NIPAL2/CYC1/LRRC26/ANO1/SLC38A2/ANXA2/ATP2C2/SLC9A3R1/CYB5A/SLC44A2/FXYD3/COX6B1/KCNK6/CYBB,20
GO:0002287,BP,GO:0002287,alpha-beta T cell activation involved in immune response,3/560,22/4865,0.472979319,0.817800715,0.65856609,HLA-DRA/HLA-DRB1/GATA3,3
GO:0002293,BP,GO:0002293,alpha-beta T cell differentiation involved in immune response,3/560,22/4865,0.472979319,0.817800715,0.65856609,HLA-DRA/HLA-DRB1/GATA3,3
GO:0002294,BP,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",3/560,22/4865,0.472979319,0.817800715,0.65856609,HLA-DRA/HLA-DRB1/GATA3,3
GO:0002444,BP,GO:0002444,myeloid leukocyte mediated immunity,3/560,22/4865,0.472979319,0.817800715,0.65856609,C3/TYROBP/ITGB2,3
GO:0006029,BP,GO:0006029,proteoglycan metabolic process,3/560,22/4865,0.472979319,0.817800715,0.65856609,SULF1/DCN/SULF2,3
GO:0006749,BP,GO:0006749,glutathione metabolic process,3/560,22/4865,0.472979319,0.817800715,0.65856609,GSTM3/GPX4/GSS,3
GO:0007595,BP,GO:0007595,lactation,3/560,22/4865,0.472979319,0.817800715,0.65856609,CREB1/CCND1/XBP1,3
GO:0016445,BP,GO:0016445,somatic diversification of immunoglobulins,3/560,22/4865,0.472979319,0.817800715,0.65856609,HSPD1/HMCES/TGFB1,3
GO:0045995,BP,GO:0045995,regulation of embryonic development,3/560,22/4865,0.472979319,0.817800715,0.65856609,SFRP2/LAMA2/CFL1,3
GO:0050688,BP,GO:0050688,regulation of defense response to virus,3/560,22/4865,0.472979319,0.817800715,0.65856609,STAT1/HTRA1/HSP90AA1,3
GO:0050810,BP,GO:0050810,regulation of steroid biosynthetic process,3/560,22/4865,0.472979319,0.817800715,0.65856609,IGFBP7/DKK3/APOE,3
GO:0051153,BP,GO:0051153,regulation of striated muscle cell differentiation,3/560,22/4865,0.472979319,0.817800715,0.65856609,MMP14/TGFB1/XBP1,3
